# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AFUB_057190	AFUB_057190	AFUB_057190-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_057600	AFUB_057600	AFUB_057600-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_057610	AFUB_057610	AFUB_057610-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_057620	AFUB_057620	AFUB_057620-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_057630	AFUB_057630	AFUB_057630-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_057930	AFUB_057930	AFUB_057930-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_057940	AFUB_057940	AFUB_057940-T	protein_coding	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AFUB_057950	AFUB_057950	AFUB_057950-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_057960	AFUB_057960	AFUB_057960-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_058320	AFUB_058320	AFUB_058320-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_058330	AFUB_058330	AFUB_058330-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_058340	AFUB_058340	AFUB_058340-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_058510	AFUB_058510	AFUB_058510-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_058520	AFUB_058520	AFUB_058520-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_058530	AFUB_058530	AFUB_058530-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_058540	AFUB_058540	AFUB_058540-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_058640	AFUB_058640	AFUB_058640-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_058650	AFUB_058650	AFUB_058650-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_058660	AFUB_058660	AFUB_058660-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFUB_058670	AFUB_058670	AFUB_058670-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_058680	AFUB_058680	AFUB_058680-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_058690	AFUB_058690	AFUB_058690-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_058700	AFUB_058700	AFUB_058700-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_059640	AFUB_059640	AFUB_059640-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_059650	AFUB_059650	AFUB_059650-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFUB_059660	AFUB_059660	AFUB_059660-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_059670	AFUB_059670	AFUB_059670-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_059690	AFUB_059690	AFUB_059690-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_059700	AFUB_059700	AFUB_059700-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_059710	AFUB_059710	AFUB_059710-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_059720	AFUB_059720	AFUB_059720-T	protein_coding	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0
AFUB_059730	AFUB_059730	AFUB_059730-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_059740	AFUB_059740	AFUB_059740-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_060650	AFUB_060650	AFUB_060650-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_060660	AFUB_060660	AFUB_060660-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_060670	AFUB_060670	AFUB_060670-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_060680	AFUB_060680	AFUB_060680-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_060690	AFUB_060690	AFUB_060690-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_060930	AFUB_060930	AFUB_060930-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_060940	AFUB_060940	AFUB_060940-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_060950	AFUB_060950	AFUB_060950-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_061030	AFUB_061030	AFUB_061030-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_061040	AFUB_061040	AFUB_061040-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_061050	AFUB_061050	AFUB_061050-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_061060	AFUB_061060	AFUB_061060-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_061070	AFUB_061070	AFUB_061070-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_061440	AFUB_061440	AFUB_061440-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_061450	AFUB_061450	AFUB_061450-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_061460	AFUB_061460	AFUB_061460-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_061470	AFUB_061470	AFUB_061470-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_062450	AFUB_062450	AFUB_062450-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_062460	AFUB_062460	AFUB_062460-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_062470	AFUB_062470	AFUB_062470-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_062550	AFUB_062550	AFUB_062550-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_062560	AFUB_062560	AFUB_062560-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_062570	AFUB_062570	AFUB_062570-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_062580	AFUB_062580	AFUB_062580-T	protein_coding	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
AFUB_062590	AFUB_062590	AFUB_062590-T	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
AFUB_063000	AFUB_063000	AFUB_063000-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_063010	AFUB_063010	AFUB_063010-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_063020	AFUB_063020	AFUB_063020-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_063030	AFUB_063030	AFUB_063030-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_063040	AFUB_063040	AFUB_063040-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_063050	AFUB_063050	AFUB_063050-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_063060	AFUB_063060	AFUB_063060-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_063070	AFUB_063070	AFUB_063070-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_063530	AFUB_063530	AFUB_063530-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_063540	AFUB_063540	AFUB_063540-T	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AFUB_063549	AFUB_063549	AFUB_063549-T	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AFUB_063550	AFUB_063550	AFUB_063550-T	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFUB_063560	AFUB_063560	AFUB_063560-T	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFUB_063570	AFUB_063570	AFUB_063570-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_065930	AFUB_065930	AFUB_065930-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_065940	AFUB_065940	AFUB_065940-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_065950	AFUB_065950	AFUB_065950-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_065960	AFUB_065960	AFUB_065960-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_066160	AFUB_066160	AFUB_066160-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_066170	AFUB_066170	AFUB_066170-T	protein_coding	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
AFUB_066180	AFUB_066180	AFUB_066180-T	protein_coding	0	0	0	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
AFUB_066300	AFUB_066300	AFUB_066300-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_066310	AFUB_066310	AFUB_066310-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_066320	AFUB_066320	AFUB_066320-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_066330	AFUB_066330	AFUB_066330-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_066340	AFUB_066340	AFUB_066340-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_066350	AFUB_066350	AFUB_066350-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_066760	AFUB_066760	AFUB_066760-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_066770	AFUB_066770	AFUB_066770-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_066780	AFUB_066780	AFUB_066780-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_066810	AFUB_066810	AFUB_066810-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_068550	AFUB_068550	AFUB_068550-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_068560	AFUB_068560	AFUB_068560-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_068570	AFUB_068570	AFUB_068570-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_068580	AFUB_068580	AFUB_068580-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_068590	AFUB_068590	AFUB_068590-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_069520	AFUB_069520	AFUB_069520-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_069530	AFUB_069530	AFUB_069530-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_069540	AFUB_069540	AFUB_069540-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_069550	AFUB_069550	AFUB_069550-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_069760	AFUB_069760	AFUB_069760-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_069770	AFUB_069770	AFUB_069770-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_069780	AFUB_069780	AFUB_069780-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_069790	AFUB_069790	AFUB_069790-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_069800	AFUB_069800	AFUB_069800-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_069900	AFUB_069900	AFUB_069900-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_069910	AFUB_069910	AFUB_069910-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_069920	AFUB_069920	AFUB_069920-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_069930	AFUB_069930	AFUB_069930-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_069970	AFUB_069970	AFUB_069970-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_069980	AFUB_069980	AFUB_069980-T	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_069990	AFUB_069990	AFUB_069990-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_070090	AFUB_070090	AFUB_070090-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_070100	AFUB_070100	AFUB_070100-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_070110	AFUB_070110	AFUB_070110-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_070120	AFUB_070120	AFUB_070120-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_070130	AFUB_070130	AFUB_070130-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_070140	AFUB_070140	AFUB_070140-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_070310	AFUB_070310	AFUB_070310-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_070320	AFUB_070320	AFUB_070320-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_070330	AFUB_070330	AFUB_070330-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_070340	AFUB_070340	AFUB_070340-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
AFUB_070350	AFUB_070350	AFUB_070350-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_070360	AFUB_070360	AFUB_070360-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_070640	AFUB_070640	AFUB_070640-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_070650	AFUB_070650	AFUB_070650-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_070660	AFUB_070660	AFUB_070660-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_070670	AFUB_070670	AFUB_070670-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AFUB_070680	AFUB_070680	AFUB_070680-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_070690	AFUB_070690	AFUB_070690-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_070700	AFUB_070700	AFUB_070700-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_070710	AFUB_070710	AFUB_070710-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_070910	AFUB_070910	AFUB_070910-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_070920	AFUB_070920	AFUB_070920-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_070930	AFUB_070930	AFUB_070930-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_070940	AFUB_070940	AFUB_070940-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_070950	AFUB_070950	AFUB_070950-T	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFUB_070960	AFUB_070960	AFUB_070960-T	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
AFUB_071040	AFUB_071040	AFUB_071040-T	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
AFUB_071050	AFUB_071050	AFUB_071050-T	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0
AFUB_071060	AFUB_071060	AFUB_071060-T	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
AFUB_071070	AFUB_071070	AFUB_071070-T	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
AFUB_071130	AFUB_071130	AFUB_071130-T	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
AFUB_071140	AFUB_071140	AFUB_071140-T	protein_coding	0	0	2	10	0	0	0	0	0	9	0	1	2	0	0	0	0	0	0	0
AFUB_071150	AFUB_071150	AFUB_071150-T	protein_coding	0	3	1	11	0	0	0	0	0	8	0	0	1	0	0	0	0	0	3	3
AFUB_071160	AFUB_071160	AFUB_071160-T	protein_coding	0	0	0	15	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3
AFUB_071170	AFUB_071170	AFUB_071170-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_071460	AFUB_071460	AFUB_071460-T	protein_coding	0	5	2	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	5	1
AFUB_071470	AFUB_071470	AFUB_071470-T	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
AFUB_071490	AFUB_071490	AFUB_071490-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_071500	AFUB_071500	AFUB_071500-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_071590	AFUB_071590	AFUB_071590-T	protein_coding	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6
AFUB_071600	AFUB_071600	AFUB_071600-T	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AFUB_071640	AFUB_071640	AFUB_071640-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_071650	AFUB_071650	AFUB_071650-T	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
AFUB_072090	AFUB_072090	AFUB_072090-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_072100	AFUB_072100	AFUB_072100-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_072110	AFUB_072110	AFUB_072110-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_072210	AFUB_072210	AFUB_072210-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_072220	AFUB_072220	AFUB_072220-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_072650	AFUB_072650	AFUB_072650-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_072660	AFUB_072660	AFUB_072660-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFUB_072670	AFUB_072670	AFUB_072670-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_072920	AFUB_072920	AFUB_072920-T	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AFUB_072925	AFUB_072925	AFUB_072925-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_073010	AFUB_073010	AFUB_073010-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_073020	AFUB_073020	AFUB_073020-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_073030	AFUB_073030	AFUB_073030-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_073040	AFUB_073040	AFUB_073040-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_073050	AFUB_073050	AFUB_073050-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_073790	AFUB_073790	AFUB_073790-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_073800	AFUB_073800	AFUB_073800-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_073810	AFUB_073810	AFUB_073810-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_073820	AFUB_073820	AFUB_073820-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_073830	AFUB_073830	AFUB_073830-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_073840	AFUB_073840	AFUB_073840-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_074100	AFUB_074100	AFUB_074100-T	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFUB_074110	AFUB_074110	AFUB_074110-T	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFUB_074320	AFUB_074320	AFUB_074320-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_074330	AFUB_074330	AFUB_074330-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_074340	AFUB_074340	AFUB_074340-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_074350	AFUB_074350	AFUB_074350-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_074360	AFUB_074360	AFUB_074360-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_074870	AFUB_074870	AFUB_074870-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_074880	AFUB_074880	AFUB_074880-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_074890	AFUB_074890	AFUB_074890-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_074900	AFUB_074900	AFUB_074900-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_075240	AFUB_075240	AFUB_075240-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_075250	AFUB_075250	AFUB_075250-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_075310	AFUB_075310	AFUB_075310-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_075320	AFUB_075320	AFUB_075320-T	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
